Instance_ID,Position_Part_1_x,Position_Part_1_y,Position_Part_1_z,Anonymous_F1_Part_1,Anonymous_F2_Part_1,Anonymous_F3_Part_1,Anonymous_F4_Part_1,Anonymous_F5_Part_1,Anonymous_F6_Part_1,Position_Part_2_x,Position_Part_2_y,Position_Part_2_z,Anonymous_F1_Part_2,Anonymous_F2_Part_2,Anonymous_F3_Part_2,Anonymous_F4_Part_2,Anonymous_F5_Part_2,Anonymous_F6_Part_2,Position_Part_3_x,Position_Part_3_y,Position_Part_3_z,Anonymous_F1_Part_3,Anonymous_F2_Part_3,Anonymous_F3_Part_3,Anonymous_F4_Part_3,Anonymous_F5_Part_3,Anonymous_F6_Part_3,Position_Part_4_x,Position_Part_4_y,Position_Part_4_z,Anonymous_F1_Part_4,Anonymous_F2_Part_4,Anonymous_F3_Part_4,Anonymous_F4_Part_4,Anonymous_F5_Part_4,Anonymous_F6_Part_4,Anonymous_W1,Anonymous_W2,Anonymous_W3,Anonymous_W4,Anonymous_W5,Anonymous_W6,Anonymous_W7,Anonymous_W8,Anonymous_W9,Anonymous_W10,Action
AR4155,2.419786,3.699847,1.9802970000000002,-0.00070996,-0.00071607,-0.00021542,2.775e-05,-1.838e-05,1.044e-05,4.398835,3.9786129999999997,1.944675,-0.00039633,-0.0031714000000000004,0.00013159,4.223e-05,0.0001006,-1.605e-05,2.315152,3.6617580000000003,2.002119,-0.00153826,-0.00114933,-7.971e-05,8.585e-05,-1.635e-05,6.38e-06,4.1703790000000005,3.887436,2.033663,-0.00082132,-0.00193419,9.848e-05,-4.908e-05,2.084e-05,-2.743e-05,2.441437,1.301793,2.224599,2.386404,4.069111,2.247393,54.409288515298435,2.0,126.3359890378674,2.330497438051156,Other_Action
AR1862,4.957148999999999,4.4007309999999995,1.467121,0.00010931,0.00503793,-0.00042181,0.004737699999999999,0.00058477,-0.00063527,4.799631,4.386703,1.4719360000000001,0.00067364,0.00187578,-0.00032434,-0.00032989,-0.00169665,-0.00020049,4.76427,4.312494999999998,1.48367,0.00353009,0.00200906,0.0009393,0.00353633,-0.00066305,7.317e-05,5.284455,4.53415,1.535469,-0.0066593,-0.00317077,-0.00159023,-0.00012583,-0.00010948,8.19e-06,5.123715,1.606684,1.768132,5.142174,4.259989,1.740582,90.81310055056086,3.0,167.41400526914023,3.009884457978412,Other_Action
AR1982,1.676708,3.061764,2.010585,-0.00134052,0.00026693,0.00032122,1.962e-05,-2.05e-05,-4.99e-06,4.620341000000002,3.214754,2.156478,0.0006743,0.00388313,-0.0008646000000000001,0.00012764,0.00026146,-4.119e-05,1.672723,3.209109,2.032537,-0.00156725,0.00068313,0.00029175,4.929e-05,-1.59e-05,-7.64e-06,4.487009,3.469262,2.176125,0.00143503,0.00156659,-0.00086975,0.00033052,-2.752e-05,-4.951e-05,3.02815,1.303017,2.22135,2.852445,4.067638,2.244927,67.3818371617491,3.0,154.97884544309738,2.59356530715924,Other_Action
AR0145,5.68091,4.122601,1.480427,-0.00162117,0.00116934,0.00112287,-0.00037343,0.00037715,0.00036847,5.581426,4.139176,1.4918690000000001,-0.00082257,-6.287e-05,0.00011768,-0.00053972,-2.311e-05,3.335e-05,5.2211300000000005,4.1231620000000015,1.526254,0.00467935,6.556e-05,0.0001522,0.00165391,2.599e-05,5.644e-05,5.637147,4.12573,1.539416,-0.00466449,0.0021128,-0.0008416000000000001,-0.00163388,0.00066203,-0.00024611,4.884405999999999,1.600458,1.754458,5.440112,4.249827,1.742809,85.9260471680862,3.0,157.55531048319222,2.9273683030920448,Other_Action
AR0097,2.462322,4.033617,2.187999,6.526e-05,3.765e-05,7.153e-05,1.792e-05,-1.101e-05,1.985e-05,3.4203309999999996,4.191221,2.361428,-0.00024797,-0.00039273,-7.943e-05,-4.97e-06,1.2e-07,1.9e-06,2.241845,3.935084,2.2275169999999997,-0.00033117,0.00010772,2.09e-05,-4.138e-05,-2.345e-05,7.89e-06,3.402793,3.9257489999999997,2.383486,-0.00019785,-0.00027194,-6.299e-05,-1.2e-07,-7.7e-07,2.11e-06,2.39846,0.8630851,2.408568,2.429886,3.41802,2.417675,57.851594042257204,2.0,142.2895402926733,2.4035086863333777,Other_Action
AR0080,4.547363,4.940239,1.7537770000000001,0.00129356,1.535e-05,0.00019888,7.725e-05,0.0002504,2.089e-05,5.623004,5.075575,1.9318650000000002,0.00285707,-0.00350928,0.00041806,0.00013715,-5.638e-05,2.575e-05,4.2984919999999995,4.795719999999998,1.7611240000000001,0.00105909,0.00054463,0.00025427,0.00010293,0.0002229,5.08e-05,5.456019,4.854722,1.9145310000000002,0.00020649,0.00091344,9.35e-06,4.322e-05,8.399e-05,1.036e-05,4.516671,1.8032099999999998,1.928506,4.541369,4.10345,1.934708,87.2906240414905,3.0,175.73987428225868,2.9513432744304757,Other_Action
AR4311,1.8791189999999998,4.56313,2.21536,0.00039366,8.705e-05,1.234e-05,-4.9e-07,2.52e-06,5.4e-07,3.7904760000000004,2.499377,2.201779,0.00315436,-0.00896958,-0.00024985,0.00047822,-0.00192611,5.595e-05,1.6986709999999998,4.271043,2.2485180000000002,0.00024666,0.00016355,-2.985e-05,-3.24e-06,-1.11e-06,5.2e-07,3.886199,2.764862,2.252436,0.00362172,-0.00438953,0.00024277,0.0008171,-0.00106662,7.005e-05,2.4259560000000002,0.8708908999999999,2.396287,2.472584,3.444007,2.4319029999999997,58.218024219760885,2.0,142.50644895933442,2.411075864706874,Action_1
AR3811,2.463594,4.033603,2.190355,6.065e-05,6.642e-05,-7.63e-06,-0.00015247,-7.459e-05,2.232e-05,3.41526,4.183692,2.360378,-0.00019339,-0.00034221,-8.277e-05,-3.43e-06,1.18e-06,3.66e-06,2.233981,3.935818,2.228539,-0.00013772,0.00020617,-1.582e-05,-0.00051823,-0.0001803,1.547e-05,3.398789,3.9204230000000004,2.382737,-0.00016755,-0.00022801,-6.831e-05,-1.73e-06,-1.47e-06,3.37e-06,2.396082,0.8631506999999999,2.408834,2.429657,3.417661,2.418018,57.80067532360278,2.0,142.1821884269681,2.402449539197025,Other_Action
AR3588,4.823766,5.1841029999999995,1.514324,0.0004441,-0.00085516,-0.00043173,0.00014517,9.983e-05,-1.857e-05,4.8139660000000015,5.241188,1.4782950000000001,0.0031023,-0.00017341,1.444e-05,0.000188,-0.00020883,3.436e-05,4.646813,5.019686,1.5564959999999999,2.818e-05,0.0007445,-0.00031554,0.00010745,8.633e-05,-2.638e-05,5.214976999999998,5.2004209999999995,1.51861,-2.669e-05,-0.00036809,-0.00028133,0.00014176,0.00022519,4.17e-06,5.331818,1.677434,1.755198,5.249258,4.32485,1.742218,93.81098543425301,3.0,171.91150444712997,3.059149602416332,Other_Action
AR2279,4.0088919999999995,3.770315,1.581548,-0.00330857,0.01202852,-0.00040911,0.00182213,-0.00201169,-0.00107399,4.98301,2.840304,1.801048,0.00454361,-0.00805729,0.00032143,0.00029917,-0.00356516,-7.1e-06,3.9693440000000004,3.755208,1.5922459999999998,-0.01014009,0.0157556,0.00376386,0.00016326,0.00084111,-0.00022238,5.0383010000000015,3.2206360000000003,1.8182189999999998,0.00454346,-0.00805802,0.00032137,4.616e-05,-0.00373395,-1.297e-05,4.262867,1.8018869999999998,1.957587,4.393955,4.165007,1.9651,83.63233875261686,3.0,171.22245108992797,2.8887597722775427,Other_Action
AR3081,2.379,3.580517,1.875504,0.00119834,0.00248364,0.00069155,-3.334e-05,-6.293e-05,-6.137e-05,3.445093,1.9487330000000005,2.316808,0.00027218,0.00252098,-0.00101934,-0.00072767,-0.0006169,0.00033128,2.224933,3.598732,1.890812,-0.00029367,0.00192177,0.00082467,6.569e-05,-0.00012518,-9.778e-05,3.593871,2.23853,2.304067,0.00096907,0.00251618,-0.00071317,-0.00045737,-0.00047154,0.00020311,2.4333099999999996,1.2997,2.224734,2.3652349999999998,4.058808,2.247358,54.230675242798796,2.0,125.92405981321275,2.3266859456187894,Action_1
AR5873,3.661943,5.327202,1.827604,0.00039393,-0.00013786,-6.784e-05,0.00129651,0.00077724,-0.00013511,5.071555,5.248083,1.730204,0.01085091,-0.00579111,-0.00310157,-8.340000000000001e-05,-0.00047771,-7.05e-06,3.624836,5.057848,1.853737,0.00028183,-0.00010052,-5.919e-05,0.00097798,0.0005928999999999999,-0.00010365,5.233335,4.978952,1.7777900000000002,0.006228899999999999,-0.00665132,-0.00092707,0.00068978,-0.00094492,0.0002151,4.456684,1.8425900000000002,1.977452,4.468911,4.201261,1.975008,88.31653750664772,3.0,182.38291523158557,2.9686493038363424,Other_Action
AR3501,4.5419599999999996,3.883896,1.8266669999999998,0.00191119,0.00305301,-2.784e-05,-0.00055643,-0.00120522,-0.00013542,3.7505800000000002,3.971735,1.70669,0.00810476,0.00048628,0.00138689,-7.589e-05,-0.0011352,-0.00037166,4.5795650000000006,4.009551,1.893197,0.00064515,0.00635698,0.00070039,0.00034998,-1.539e-05,0.0001885,3.9221440000000003,3.9050800000000003,1.783856,0.02078851,0.00487282,0.00112571,0.00401934,-0.00057712,9.708e-05,4.8872599999999995,1.855178,2.137116,4.883629,4.289091,2.139601,104.65587871351238,4.0,231.6187801559047,3.2318170650827374,Other_Action
AR5774,3.8704690000000004,5.295012,1.7953540000000001,0.00140414,0.00235608,-0.00022929,0.00034751,0.00061704,-2.901e-05,4.969468,5.343245,1.8089080000000002,-0.00037105,-0.00077114,-4.947e-05,-4.543e-05,-3.352e-05,1.38e-06,3.717782,5.074521,1.8329799999999998,0.00105456,1.203e-05,-2.293e-05,0.00028764,6.84e-06,3.092e-05,5.187014,5.067933999999998,1.8447580000000001,-0.00042674,-0.00070063,-5.864e-05,-5.594e-05,-2.02e-05,-3.5e-07,4.454249,1.8119319999999999,1.9549900000000002,4.472943,4.1722790000000005,1.9568189999999999,87.26674618657098,3.0,178.1655019603124,2.950934132187637,Other_Action
AR0016,4.104591,5.178192,1.773237,0.00331528,-0.00516042,-7.431e-05,3.945e-05,-0.00074524,9.213e-05,4.973619,5.164194999999999,1.718932,0.00373013,-0.00540941,0.00243069,-9.45e-06,-0.0001843,0.00014654,3.8471269999999995,4.923693,1.804555,0.00065736,-0.00099872,3.791e-05,-0.00025667,-0.00064284,3.098e-05,5.061801999999999,4.983733,1.761194,0.00822849,-0.00644262,0.00315092,9.56e-06,1.906e-05,0.00025114,4.529271,1.805398,1.957788,4.5841400000000005,4.124537,1.949946,88.86259867591178,3.0,181.42056018724202,2.977810002761761,Other_Action
AR4767,2.772655,2.053122,1.347983,0.07344608,0.03430172,-0.00027868,0.00708564,0.00360375,-0.00114215,7.3218679999999985,1.8801619999999999,1.404836,-0.09570501,0.04490815,-0.00027552,-0.00227422,0.00656385,-5.952e-05,2.91832,2.229695,1.3936620000000002,0.06977942,0.03145391,-0.0019409,0.00554478,0.00093262,-0.00118858,7.178184,2.07654,1.4474280000000002,-0.07287716,0.03900901,0.00013857,-0.00014061,0.00428515,-0.00019886,4.981631,1.527855,1.769455,5.0104809999999995,4.060929,1.76423,88.3511908870185,3.0,162.5379671482843,2.9689681509078203,Action_1
AR4513,5.715325,4.339108,1.4879850000000001,-0.0009578,-0.0001726,-4.953e-05,2.61e-06,7.84e-06,-5.97e-06,5.203583,4.415889,1.489435,-0.00396609,-0.00100085,-0.0001349,0.00263379,-0.00013327,0.00024546,5.354883,4.286324,1.552141,-0.00068853,-0.00012154,1.279e-05,8.19e-06,9.09e-06,-5.13e-06,5.522322,4.349495,1.543609,-0.00295321,-0.00070152,-0.00012405,-0.00067367,-0.00022332,-2.935e-05,5.4911010000000005,1.658539,1.759194,5.426197,4.2547809999999995,1.760359,96.82999212491858,3.0,177.39946139116302,3.108039885940012,Other_Action
AR4900,2.288561,4.712016,2.226703,-5.175e-05,-4.551e-05,4.73e-06,-3.2e-06,-2.46e-06,-3e-08,2.993856,4.460526,2.288177,-2.965e-05,4.443e-05,-3.77e-06,9.6e-07,-4.59e-06,7.3e-07,1.9464110000000001,4.520771,2.247909,-2.9e-05,-4.506e-05,9.85e-06,-2.44e-06,-1.9e-06,3e-07,3.22553,4.231818,2.334702,-3.944e-05,5.565e-05,-1.42e-06,3.35e-06,-1.731e-05,2.1e-06,2.372455,0.8689892,2.407284,2.485969,3.476053,2.430648,57.19814322220357,2.0,140.71282752414672,2.389806051172354,Other_Action
AR2760,1.450344,2.9633,2.1289279999999997,-0.01127075,-0.00312989,-0.00043494,-0.00019959,-0.00081881,-1.221e-05,3.3486010000000004,2.193496,2.2220310000000003,0.00382783,0.00189533,0.0008112999999999999,-0.00056777,-0.00069007,3.24e-06,1.4433610000000001,3.101427,2.152695,-0.00837062,0.00048177,1.87e-05,-0.00031674,-0.00036429,7.821e-05,3.389996,2.4507950000000003,2.251637,0.00104795,0.00368795,0.00045561,-0.00060408,-0.00055559,-3.906e-05,2.347744,0.8772221,2.398401,2.449784,3.415947,2.4252990000000003,56.39199889649448,2.0,138.24717074617996,2.372937326889187,Action_1
AR3299,5.4350510000000005,3.998505,1.48536,-0.00133456,1.575e-05,0.00025866,-9.296e-05,-0.00016011,-4.43e-06,5.217553,3.9202550000000014,1.505706,-0.00042644,8.658e-05,-2.261e-05,-0.00015839,-4.760000000000001e-05,8.01e-06,5.1534949999999995,3.969393,1.548039,-0.00123042,-0.00036796,0.00027721,-0.00013817,7.441e-05,-1.356e-05,5.2851349999999995,3.937336,1.639261,-0.00014947,-0.00252121,-0.00168697,-0.00043702,-0.00222729,0.00081309,5.29286,1.481718,1.753957,5.36512,4.1324819999999995,1.7459240000000005,93.05620108847842,3.0,169.3397482566203,3.0468752595109634,Other_Action
AR3337,2.053803,4.2043620000000015,2.0910830000000002,0.00012098,0.00019061,-4.67e-06,4.6e-07,-5.38e-06,-1.48e-06,3.0380849999999997,4.175897,2.118993,0.00019105,0.00014929,-3.21e-06,1.25e-06,-2.47e-06,-3.9e-07,1.676302,3.9487900000000002,2.176971,0.00027341,0.00025312,-3.884e-05,-7.12e-06,-5.37e-06,3.7e-07,3.254756,3.9087110000000003,2.255811,-7.074e-05,5.394e-05,-5.104e-05,6.2e-06,1.53e-06,-4.2e-07,2.324795,0.8810389000000001,2.434574,2.388366,3.4851940000000003,2.4443349999999997,56.68209381183004,2.0,141.0673433478889,2.3790513786654546,Action_2
AR2177,5.0601910000000005,4.370653,1.9282669999999997,0.00381763,-0.0006728,0.00020233,-0.00035464,-0.00015457,1.623e-05,6.27571,4.501098000000002,1.8471400000000002,-0.00015899,-0.00011728,5.134e-05,2.17e-05,-2.09e-05,-5.7e-07,4.845836,4.313773,1.950732,0.00059236,-0.00052954,0.00042391,0.00010977,-0.00012664,5.575e-05,6.069103,4.4590510000000005,1.900347,-0.00540419,0.00193604,0.00152611,-0.00135181,0.00030251,0.00035439,4.860886,1.901273,2.116869,4.852780999999999,4.25557,2.138389,103.10510235174169,4.0,226.35099525083905,3.207780990955274,Action_2
AR0455,4.164007,5.2325300000000015,1.7597330000000002,-0.0119226,0.00376818,-0.00023146,-0.00232625,0.00082318,-0.00033391,5.27302,3.133674,1.7914299999999999,-0.00381352,0.03351704,-0.00231641,0.00063289,0.00094284,-0.00056136,3.9334050000000014,4.922969999999999,1.775261,-0.0064934,0.00463155,0.00103868,-0.00187359,0.00163041,6.469e-05,5.3774169999999994,3.286263,1.8088970000000002,-0.00350779,0.02840781,-0.00194044,0.00042355,0.00103462,-0.00056678,4.3451379999999995,1.798756,1.9755060000000002,4.447451,4.1997870000000015,1.96925,86.02524536720938,3.0,177.4977804393663,2.9298201633936514,Other_Action
AR0139,4.613659999999999,4.9308629999999996,2.233071,0.01367419,-0.00565956,-0.00132498,0.00031097,0.000905,-0.00050493,4.781153,4.9054470000000014,2.331069,-0.05946456,-0.00216795,-0.02271886,-0.01805691,0.00049073,-0.00085607,4.609756,4.932658,2.259881,0.01523038,-0.00688431,-0.01129232,0.00060075,0.00111632,-0.00283074,4.794906,4.909336,2.418741,-0.04153602,8.856e-05,-0.01072191,-0.00810091,0.00139384,0.00875537,4.696492,4.6921230000000005,2.62837,4.691859,4.9672730000000005,2.606241,123.67424422570505,6.0,348.3687291860954,3.5134197981510837,Other_Action
AR4389,5.002966000000002,2.827957,1.26234,-0.01421997,0.00960821,0.00014669,-0.00060045,0.00035969,-0.00011675,4.8522300000000005,2.9380029999999997,1.2779690000000001,0.01363696,0.00601574,-0.00076695,0.00050443,0.00020679,-4.466e-05,4.746787,3.009271,1.321621,-0.01013279,0.00585431,-0.00109077,-0.00020353,0.00086982,-6.646e-05,5.1008949999999995,2.941198,1.341252,0.00951401,0.006139199999999999,-0.00184429,-0.0005212999999999999,3.408e-05,-0.00016488,5.055176,1.815505,1.7618,5.043426999999999,4.8228870000000015,1.6982970000000002,89.30532955313751,3.0,166.0941050696527,2.9843272402335512,Action_2
AR0745,2.029666,3.7266589999999997,1.9907099999999998,7.509e-05,0.00054296,-0.00017380000000000002,-1.702e-05,-9.08e-06,1.09e-06,4.053948999999999,3.371949,2.0628319999999998,-0.0016797999999999993,-7.256e-05,-8.916e-05,-1.545e-05,5.108e-05,-5.29e-06,2.026112,3.635889,1.9853939999999999,0.00027095,0.00120409,7.63e-05,2.27e-06,-3.66e-05,-7.05e-06,3.992529,3.488922,2.0966080000000002,-0.00092318,-0.00038116,-0.00011939,2.133e-05,2.162e-05,2.52e-06,2.869411,1.328777,2.242819,2.58908,4.07843,2.257246,64.46128891153397,2.0,149.99432751538774,2.536842429006776,Action_2
AR5139,5.623461,3.640774,1.496035,0.00024117,-0.00058459,-2.8600000000000007e-05,-3.737e-05,-2.261e-05,4.7e-07,5.504615,4.037856,1.560462,0.00055618,0.00014542,4.361e-05,-7.693e-05,-1.111e-05,-2.16e-06,5.539421,3.7212080000000003,1.5266540000000002,0.00016506,0.00025101,-0.00019368,0.00039729,-0.00015786,1.12e-06,5.716751,3.8448620000000004,1.550543,-7.99e-06,-0.00034947,-7.299999999999999e-06,-5.051e-05,9.04e-06,-3.64e-06,5.6849339999999975,1.501617,1.7687540000000002,5.750926,4.209677,1.73548,100.794592931469,3.0,184.60216197361652,3.171001380043218,Other_Action
AR4617,1.168311,4.951104,2.4069380000000002,9.557e-05,-0.00012436,-0.00025113,1.4300000000000004e-05,-5.313e-05,-2.59e-06,2.712932,1.6762569999999999,2.066865,0.01720318,-0.02256077,6.266e-05,0.00075917,-0.00346427,-6.528e-05,1.196036,4.550516,2.419491,6.591e-05,0.00010934,-0.00034447,1.978e-05,-3.366e-05,-2.092e-05,3.068975,1.655962,2.105983,0.01260207,-0.01146921,0.00027819,0.00026817,-0.00181003,-2.943e-05,2.239419,0.8098161,2.42605,2.351955,3.377321,2.4499299999999997,54.40885771962555,2.0,134.73361819136568,2.33086732032306,Action_1
AR1107,4.573269,4.334327,1.469847,-0.00430117,-0.01235374,-0.00484742,-0.00039343,0.00374135,3.6e-05,5.974246,3.222273,1.33307,-0.0035587,-0.00283106,0.00739599,0.00093831,-0.00290155,0.00075361,4.467886,4.3753459999999995,1.494494,-0.00087822,-0.01185874,-0.00571947,-0.00171462,0.00297334,0.0005528999999999999,5.986338,3.271236,1.332955,-0.00435939,-0.00221129,0.00694545,0.00019193,-0.00395504,0.00038553,5.072369999999999,1.6828009999999998,1.729712,5.135909,4.290133999999999,1.745291,87.95772995261805,3.0,159.36098277713685,2.9620498404719657,Action_1
AR1708,4.7234169999999995,4.878207,1.476565,0.00271758,0.00105243,-3.354e-05,0.00017053,0.00015844,2.9e-06,7.148232000000001,3.042929,1.472084,-0.00610632,0.01396044,-0.00176278,0.00167445,0.0002212,-0.00016544,4.450168,4.712935,1.546352,0.00629414,0.00319067,-0.00110777,0.00014639,0.00015771,-2.172e-05,6.9614970000000005,3.236008,1.493731,-0.00879995,0.01614463,-0.00056795,0.00045232,0.00072484,-0.00012259,4.789606,1.678794,1.748307,5.021095,4.287008,1.7328720000000002,83.9522717147576,3.0,153.97134761316474,2.8937349044171268,Action_1
AR2060,3.8736610000000002,5.081142,1.83621,0.00118138,0.00097408,-0.00019389,-1.62e-05,8.219e-05,2.57e-06,5.836338,5.404235,1.6476169999999999,-0.00390803,-0.00346023,-0.00013835,-0.00014797,-0.00056803,-5.713e-05,3.683693,4.93697,1.870354,0.00120578,0.00099262,-0.00019832,-1.636e-05,8.207e-05,2.58e-06,5.713067,5.075356,1.689991,-0.00312497,-0.00181648,0.00015219,-0.00013289,-0.00023649,-1.945e-05,4.542541,1.91976,1.954984,4.5429330000000006,4.209665,1.979796,88.99719200391445,3.0,182.06963289298068,2.9800327136365468,Action_1
